primary_label,secondary_labels,rating,filename,source,length,fold
bird,[],5.0,38c06a3f-e301-49b0-a8b9-ce15504ca2e4.ogg,birdvox,320000,-2
nocall,[],5.0,38c3d17c-264d-496e-a951-248e373584d0.ogg,birdvox,320000,-2
bird,[],5.0,38ca2a09-2585-4ea8-a78b-f90e498be8e7.ogg,birdvox,320000,-2
nocall,[],5.0,38d3f663-acf8-4827-aefe-ab6eaaf201cb.ogg,birdvox,320000,-2
bird,[],5.0,38de42fe-b72a-4339-ae97-e86fcee8e90b.ogg,birdvox,320000,-2
bird,[],5.0,38df8869-d81f-468d-a88f-0342dce72d9a.ogg,birdvox,320000,-2
bird,[],5.0,38e21985-911b-47b2-afbf-8992d310048c.ogg,birdvox,320000,-2
nocall,[],5.0,38e3049b-2950-4566-ae97-c5c0e81716c1.ogg,birdvox,320000,-2
nocall,[],5.0,38e701d1-edbe-4e57-af2c-d93595b63d6b.ogg,birdvox,320000,-2
bird,[],5.0,38e73cca-e6b1-40af-a78f-a26fe818daa7.ogg,birdvox,320000,-2
nocall,[],5.0,38eb49d4-a8cc-4f36-a605-859d011c47ac.ogg,birdvox,320000,-2
nocall,[],5.0,38f08eca-d13a-466b-a525-0389cd39321f.ogg,birdvox,320000,-2
bird,[],5.0,38f56673-814c-42f0-a6ca-a72cab731efe.ogg,birdvox,320000,-2
nocall,[],5.0,38f609c6-1e80-465c-a06f-163500db9560.ogg,birdvox,320000,-2
nocall,[],5.0,38f77b50-b715-446c-ad73-09911131529d.ogg,birdvox,320000,-2
nocall,[],5.0,38f7e5d1-0364-4722-a670-46c55267cfc5.ogg,birdvox,320000,-2
nocall,[],5.0,38fa01a1-f1aa-4c7d-a0d7-c1f455fd2bba.ogg,birdvox,320000,-2
bird,[],5.0,38fadba1-e272-4f5a-a673-c31389864bda.ogg,birdvox,320000,-2
nocall,[],5.0,38fbc9da-73ae-4635-a169-27b06cdb68f5.ogg,birdvox,320000,-2
nocall,[],5.0,3903d1f8-c61e-44dc-abe6-10d3fc2b3bfb.ogg,birdvox,320000,-2
bird,[],5.0,39149e86-a013-480a-a2a8-abe7758a1111.ogg,birdvox,320000,-2
bird,[],5.0,3917100a-aa24-462d-ad78-20cb2925293a.ogg,birdvox,320000,-2
bird,[],5.0,39195d7e-3cd1-4d12-a452-bb2b81dcc257.ogg,birdvox,320000,-2
nocall,[],5.0,39197508-42cf-4270-a396-32d845c46ca6.ogg,birdvox,320000,-2
bird,[],5.0,3920d0a6-284f-457f-a789-8070f5aa9b31.ogg,birdvox,320000,-2
nocall,[],5.0,39228543-ab34-4b1a-ae56-8904a2ec3b8c.ogg,birdvox,320000,-2
nocall,[],5.0,3924535f-8b8b-446a-a33a-a001bad369cc.ogg,birdvox,320000,-2
bird,[],5.0,3926b319-ea1d-45ae-a2b4-90e9418a5c5a.ogg,birdvox,320000,-2
nocall,[],5.0,3929e40b-2129-4645-aa71-ca844b831412.ogg,birdvox,320000,-2
nocall,[],5.0,392fd9f7-f77b-4577-a22f-bcb0dbda394f.ogg,birdvox,320000,-2
bird,[],5.0,3937b0e1-d25b-4924-a7ae-d3bfb245466b.ogg,birdvox,320000,-2
bird,[],5.0,3938307e-cdc2-448b-a628-538d8c49a61f.ogg,birdvox,320000,-2
nocall,[],5.0,393e3532-c5fd-4f29-a5e5-c6914f4b1adc.ogg,birdvox,320000,-2
nocall,[],5.0,393eb769-94c4-45b1-a113-b16d5ea7bbad.ogg,birdvox,320000,-2
nocall,[],5.0,393f8b64-6852-4a2c-a2cd-7100b0fc6042.ogg,birdvox,320000,-2
nocall,[],5.0,393fb47d-7a75-46c8-a63d-7e8bdb4a2862.ogg,birdvox,320000,-2
nocall,[],5.0,394006ef-19ce-464c-a9f3-ba60f88e5ff8.ogg,birdvox,320000,-2
nocall,[],5.0,394528fd-3fe8-4efa-a8b2-c91eea650df3.ogg,birdvox,320000,-2
nocall,[],5.0,3946a6e9-1ad6-4872-aba1-b0d724a1fd39.ogg,birdvox,320000,-2
nocall,[],5.0,394eb158-d659-41e3-a27e-0387a4aad718.ogg,birdvox,320000,-2
nocall,[],5.0,3951087e-4c14-494d-a361-44afb6a00b7b.ogg,birdvox,320000,-2
nocall,[],5.0,3951cffb-2684-418f-a874-7d0949f36457.ogg,birdvox,320000,-2
bird,[],5.0,39526a95-d49c-4ec0-a1a8-f2943930ee0b.ogg,birdvox,320000,-2
bird,[],5.0,3952c197-6347-4cf9-a579-dfb90c94b703.ogg,birdvox,320000,-2
nocall,[],5.0,3952fafd-ce19-4c01-a1f5-e5df1b657d1a.ogg,birdvox,320000,-2
bird,[],5.0,395ab170-6126-4c6c-a7b1-f6f2cd145b5a.ogg,birdvox,320000,-2
bird,[],5.0,395de116-3b18-49dd-acf6-d70006701ea2.ogg,birdvox,320000,-2
bird,[],5.0,395e2d51-9c17-4c9a-ae83-f439731075f7.ogg,birdvox,320000,-2
nocall,[],5.0,39622a53-0633-4bf8-a20f-2188fdec238e.ogg,birdvox,320000,-2
nocall,[],5.0,39644407-1800-49bb-a658-c9300dee4d20.ogg,birdvox,320000,-2
nocall,[],5.0,39698862-24ae-4bc2-a18e-e0b68b733bfd.ogg,birdvox,320000,-2
bird,[],5.0,39698970-069b-4c62-ab59-901113654e32.ogg,birdvox,320000,-2
nocall,[],5.0,396a5df7-f4f4-43b9-ad38-f69340c92db2.ogg,birdvox,320000,-2
bird,[],5.0,396baa17-95bc-4b9a-a815-f41ffced7caf.ogg,birdvox,320000,-2
bird,[],5.0,396d9e4a-a2c6-488b-a849-aceea2be974c.ogg,birdvox,320000,-2
nocall,[],5.0,396fcfb1-1fdf-478d-ac5a-2eec27d4840f.ogg,birdvox,320000,-2
bird,[],5.0,39702b99-87e8-4e01-a81e-4178f8e4751a.ogg,birdvox,320000,-2
nocall,[],5.0,3970a17e-c603-406d-a11c-4fe66e53e313.ogg,birdvox,320000,-2
nocall,[],5.0,3972c832-8cf8-40a9-a02b-dc0382f82aa1.ogg,birdvox,320000,-2
nocall,[],5.0,3974b553-614c-4925-a904-d49fc67f1f9c.ogg,birdvox,320000,-2
nocall,[],5.0,3975a5bd-1341-4889-a529-4b44ee7f947a.ogg,birdvox,320000,-2
bird,[],5.0,3979402c-63f9-4151-a938-d68971ac84c5.ogg,birdvox,320000,-2
bird,[],5.0,397a698e-f98e-4795-a320-cbd940071957.ogg,birdvox,320000,-2
bird,[],5.0,397ef883-7a00-49f2-a767-911e72f0d95c.ogg,birdvox,320000,-2
bird,[],5.0,3983b593-b408-46d2-a606-c3b2637a51ba.ogg,birdvox,320000,-2
bird,[],5.0,39847098-24dd-448d-a097-4207df733015.ogg,birdvox,320000,-2
bird,[],5.0,398556ca-7951-4ec4-a747-5683ff50733b.ogg,birdvox,320000,-2
bird,[],5.0,3986abb6-5566-4c41-a146-51b8c31ece44.ogg,birdvox,320000,-2
nocall,[],5.0,398886d7-efb5-4644-a840-28172d2cfdad.ogg,birdvox,320000,-2
nocall,[],5.0,3989a076-1cde-4473-a3f4-cf9736a4bf54.ogg,birdvox,320000,-2
bird,[],5.0,398a16bf-cbc3-4f01-ab9a-71e831e41672.ogg,birdvox,320000,-2
bird,[],5.0,398cb67d-ed06-44c3-a02c-a17efda9b33e.ogg,birdvox,320000,-2
bird,[],5.0,398f6da2-2697-436a-a2ae-4910f5d30444.ogg,birdvox,320000,-2
bird,[],5.0,39945d6b-92b4-48f8-adf7-5533dc4a2b37.ogg,birdvox,320000,-2
nocall,[],5.0,39958061-3e5a-4b61-a1b2-cf7fcb919301.ogg,birdvox,320000,-2
bird,[],5.0,399984c8-0e79-450d-ae79-6d615363cc26.ogg,birdvox,320000,-2
nocall,[],5.0,399cd7e7-dd5a-43ee-a2d8-47565394aebb.ogg,birdvox,320000,-2
bird,[],5.0,39a02f3d-91f5-4d3d-a594-c4566a211f65.ogg,birdvox,320000,-2
nocall,[],5.0,39a1ee52-375c-4d7a-af5a-2b4f0ffc324c.ogg,birdvox,320000,-2
nocall,[],5.0,39afd4e0-5153-48c5-ac22-24b1ca181180.ogg,birdvox,320000,-2
nocall,[],5.0,39b117ab-c7f2-4aba-a2ed-32f4cc1186e1.ogg,birdvox,320000,-2
nocall,[],5.0,39b39f66-06f8-4fdc-a165-2638e7df7aed.ogg,birdvox,320000,-2
bird,[],5.0,39ba2b82-04ed-4c99-a156-3f7f4b283609.ogg,birdvox,320000,-2
nocall,[],5.0,39c075ff-d7d8-4a99-a367-cd1f2f15eef3.ogg,birdvox,320000,-2
nocall,[],5.0,39c2553e-8c95-452e-a597-8a74cca07a34.ogg,birdvox,320000,-2
bird,[],5.0,39c7ab7c-0bdc-4175-af6b-6ba7d8a987f7.ogg,birdvox,320000,-2
nocall,[],5.0,39c82870-2a58-43b3-a15b-13b0e3068dfe.ogg,birdvox,320000,-2
nocall,[],5.0,39c8589a-c932-4ec8-a38d-33e02c24ebef.ogg,birdvox,320000,-2
nocall,[],5.0,39c8dea0-58b9-4111-ac6e-555c8669bde7.ogg,birdvox,320000,-2
bird,[],5.0,39d1dd21-b9c0-4759-a90e-c070f87e9261.ogg,birdvox,320000,-2
bird,[],5.0,39d21972-09b1-4493-a122-664a9a0c18a8.ogg,birdvox,320000,-2
nocall,[],5.0,39da7887-2ea9-415a-a82f-a0092bde6c19.ogg,birdvox,320000,-2
bird,[],5.0,39e025ba-82d3-4f65-a1f4-4bc4a85b922b.ogg,birdvox,320000,-2
nocall,[],5.0,39e45bfc-c27c-474a-ac4e-a2950f5eb353.ogg,birdvox,320000,-2
nocall,[],5.0,39ed40eb-ebea-4ba4-a1ba-083fddc2e60d.ogg,birdvox,320000,-2
bird,[],5.0,39ee8526-6ea4-44a2-afad-72f84a5214f6.ogg,birdvox,320000,-2
nocall,[],5.0,39f2c8ba-e1e5-42fc-abe3-5dd22459fc16.ogg,birdvox,320000,-2
bird,[],5.0,39f34a36-4683-4045-a710-8cc716b9b001.ogg,birdvox,320000,-2
bird,[],5.0,39f65c04-95fe-46a0-a843-dbfcb4680de2.ogg,birdvox,320000,-2
bird,[],5.0,39fb807c-ccd5-4013-af2f-baca5d36d43d.ogg,birdvox,320000,-2
bird,[],5.0,3a013484-7b69-4678-aae8-9c7f94d1925c.ogg,birdvox,320000,-2
bird,[],5.0,3a095aac-6ca6-4530-acd0-29b62033d3f5.ogg,birdvox,320000,-2
nocall,[],5.0,3a09973c-e848-416d-a861-28a8d6f5067c.ogg,birdvox,320000,-2
bird,[],5.0,3a0f3302-b362-4939-ab9b-d87a3b2a5ace.ogg,birdvox,320000,-2
bird,[],5.0,3a10191d-eb39-4724-a414-b45e9fe69e78.ogg,birdvox,320000,-2
nocall,[],5.0,3a12cf94-e479-4a84-a769-0ca3e98be44e.ogg,birdvox,320000,-2
nocall,[],5.0,3a15f829-3e89-4b80-afad-e93d831e1917.ogg,birdvox,320000,-2
bird,[],5.0,3a1a835f-94f6-4b00-a465-45e0185cf95f.ogg,birdvox,320000,-2
bird,[],5.0,3a257ab5-89c1-4804-a1ec-0aedea98654d.ogg,birdvox,320000,-2
nocall,[],5.0,3a25c7f9-820c-429a-afd0-d9ff50a06022.ogg,birdvox,320000,-2
nocall,[],5.0,3a27e3ca-3491-4b57-a467-f5389a6da3c4.ogg,birdvox,320000,-2
nocall,[],5.0,3a2bb2d3-de65-498d-a8c0-d463f9e5e766.ogg,birdvox,320000,-2
nocall,[],5.0,3a2f317b-f1b3-4c79-a6ba-137ad242c9ad.ogg,birdvox,320000,-2
bird,[],5.0,3a34ce5f-1873-4350-a5af-6fdf5818e011.ogg,birdvox,320000,-2
bird,[],5.0,3a35b59b-d5b5-4513-a938-8e10ad7d12a9.ogg,birdvox,320000,-2
nocall,[],5.0,3a38aa9c-47d6-459c-a1f2-de7147c15388.ogg,birdvox,320000,-2
nocall,[],5.0,3a3ae1d7-0c6c-41c4-a73a-92065ee11511.ogg,birdvox,320000,-2
nocall,[],5.0,3a3cf0d9-40dc-4390-ab0e-98634e313bd7.ogg,birdvox,320000,-2
nocall,[],5.0,3a3e18c2-03d3-49e2-a499-9fc9059f23ba.ogg,birdvox,320000,-2
bird,[],5.0,3a3e4425-2116-4113-a008-9839ecccc78f.ogg,birdvox,320000,-2
nocall,[],5.0,3a3f189f-baf8-40c3-aef9-8c2ae1a292af.ogg,birdvox,320000,-2
bird,[],5.0,3a40b161-24fd-428b-a47b-7b458d0d467e.ogg,birdvox,320000,-2
nocall,[],5.0,3a4888bd-80d7-4a34-a832-fdbd820f4b49.ogg,birdvox,320000,-2
nocall,[],5.0,3a4b42cd-a0f4-4671-a12b-10b67ddc4cff.ogg,birdvox,320000,-2
nocall,[],5.0,3a4c73dc-2205-4cfc-ac27-9ac19450d063.ogg,birdvox,320000,-2
nocall,[],5.0,3a59e810-1388-48a4-aa6b-e6476cef4f23.ogg,birdvox,320000,-2
nocall,[],5.0,3a5adc9d-9a2b-465d-a47e-99fb958479c5.ogg,birdvox,320000,-2
bird,[],5.0,3a5d51c6-4586-425c-a8d9-21413680c35a.ogg,birdvox,320000,-2
nocall,[],5.0,3a621bd0-f069-4f68-aa4a-75f222def48b.ogg,birdvox,320000,-2
bird,[],5.0,3a63ede4-cdf1-48f9-a602-701079f11987.ogg,birdvox,320000,-2
nocall,[],5.0,3a6dd7f6-b26b-4080-a7e3-cfeca7890b95.ogg,birdvox,320000,-2
nocall,[],5.0,3a6fdd21-934c-4381-a5f4-a3586374e234.ogg,birdvox,320000,-2
nocall,[],5.0,3a73d52c-43e2-47c2-a02a-cc4c53f21757.ogg,birdvox,320000,-2
nocall,[],5.0,3a79f1a9-30a0-4b13-a435-c0ed56c11818.ogg,birdvox,320000,-2
bird,[],5.0,3a7bfe20-14fe-4c08-a694-037bb05b8897.ogg,birdvox,320000,-2
nocall,[],5.0,3a7f9575-c5d4-4bb4-a565-96c416445f9d.ogg,birdvox,320000,-2
bird,[],5.0,3a802c7a-a758-441e-abe3-9126a287b942.ogg,birdvox,320000,-2
bird,[],5.0,3a977b4c-b66f-4f99-a64f-0040f66cb91f.ogg,birdvox,320000,-2
bird,[],5.0,3a9cd95f-7ec0-44ac-a274-d36c56fd9709.ogg,birdvox,320000,-2
nocall,[],5.0,3aa23f37-31ff-40a4-a5f4-39db9d922158.ogg,birdvox,320000,-2
nocall,[],5.0,3aa614fa-2d26-460c-a9be-0b60b5fd299a.ogg,birdvox,320000,-2
bird,[],5.0,3aaa2589-5e76-43a6-a443-afa992c2126c.ogg,birdvox,320000,-2
nocall,[],5.0,3aaf3f34-bbd2-4a67-aa35-b732763ee6e5.ogg,birdvox,320000,-2
nocall,[],5.0,3aaf6dc2-17df-4200-acca-ac0014b168fb.ogg,birdvox,320000,-2
nocall,[],5.0,3ab26689-08ac-4781-ae88-1b0f2352c60a.ogg,birdvox,320000,-2
nocall,[],5.0,3ab2fb6c-0c69-4a69-a6ee-69f8c42f54f0.ogg,birdvox,320000,-2
bird,[],5.0,3ab72c0f-4a9f-4e6b-afb3-2c41798189d5.ogg,birdvox,320000,-2
bird,[],5.0,3aba0e46-b29f-46f2-a203-d2d20979f7f8.ogg,birdvox,320000,-2
bird,[],5.0,3abd1336-4d20-4b74-a705-82a23b5cb654.ogg,birdvox,320000,-2
nocall,[],5.0,3abed5a3-951b-42a1-af2f-92d980d7ffc6.ogg,birdvox,320000,-2
nocall,[],5.0,3ac5e78e-e268-43bc-a598-acf459c38de8.ogg,birdvox,320000,-2
bird,[],5.0,3ac6c27e-4972-40ac-aed0-e44b67a4db19.ogg,birdvox,320000,-2
bird,[],5.0,3ac6cde0-14ae-4425-ae1c-2ba7cc8fd270.ogg,birdvox,320000,-2
nocall,[],5.0,3accaf9d-1b0c-492d-aaa8-002a7fe4b6af.ogg,birdvox,320000,-2
bird,[],5.0,3ace859e-65fa-463e-aa3d-1ea8393442a0.ogg,birdvox,320000,-2
bird,[],5.0,3aced50f-03b1-4476-a131-6df19a0c0086.ogg,birdvox,320000,-2
bird,[],5.0,3ad16462-db82-4869-a481-d0dd697c6900.ogg,birdvox,320000,-2
bird,[],5.0,3ad23590-b8a5-460d-a502-0c23c31f28f1.ogg,birdvox,320000,-2
nocall,[],5.0,3ad430c9-02c7-4f10-ac56-5dbe55e0bcb6.ogg,birdvox,320000,-2
nocall,[],5.0,3ad7509b-7b13-4c2e-af42-b2dcd057f36d.ogg,birdvox,320000,-2
bird,[],5.0,3ad9fcfc-7fb6-417e-abca-647acc549fb4.ogg,birdvox,320000,-2
nocall,[],5.0,3adb50ce-704c-474f-a4d5-3ffc8428e5db.ogg,birdvox,320000,-2
bird,[],5.0,3ade248a-2a4e-42d9-a0cd-ae1703d4ecad.ogg,birdvox,320000,-2
bird,[],5.0,3ade9ad6-0463-4f91-a141-a196a5aaa750.ogg,birdvox,320000,-2
bird,[],5.0,3ae5375d-27d9-44b2-a865-2d5e39352359.ogg,birdvox,320000,-2
bird,[],5.0,3ae55fde-730d-4a39-a474-5710b0f130c5.ogg,birdvox,320000,-2
nocall,[],5.0,3ae57e9c-d1b5-4640-afd7-1d6bfeca752b.ogg,birdvox,320000,-2
nocall,[],5.0,3aeb7b89-4622-41cb-a460-453051b16bd6.ogg,birdvox,320000,-2
bird,[],5.0,3af158c2-d5e7-407e-ad50-08492c296700.ogg,birdvox,320000,-2
bird,[],5.0,3af31db8-5b8f-4363-a47b-356a6f91a7f6.ogg,birdvox,320000,-2
bird,[],5.0,3af4ea57-4dda-4afa-a790-356504e77af2.ogg,birdvox,320000,-2
bird,[],5.0,3af59de5-8b46-4458-a57a-064fbfae04af.ogg,birdvox,320000,-2
nocall,[],5.0,3afe3689-9547-47db-ab48-747abc38cbaa.ogg,birdvox,320000,-2
nocall,[],5.0,3b0050dd-89db-411c-a89e-d598de607a52.ogg,birdvox,320000,-2
nocall,[],5.0,3b03f1a5-6d74-4693-aad9-f88d922b9484.ogg,birdvox,320000,-2
nocall,[],5.0,3b05aa8c-cdfc-41db-a660-1fbb9473bf92.ogg,birdvox,320000,-2
nocall,[],5.0,3b089176-e36e-435f-aaed-1f3297d59010.ogg,birdvox,320000,-2
bird,[],5.0,3b0a8ba5-a301-4490-a035-1e205e7c67a5.ogg,birdvox,320000,-2
nocall,[],5.0,3b0be518-4c0f-49af-a671-c84d64dfdc40.ogg,birdvox,320000,-2
bird,[],5.0,3b0dde70-f6d1-4ad6-a189-34d6c61af1a0.ogg,birdvox,320000,-2
nocall,[],5.0,3b0ecbd9-f5fd-4bc9-aac8-b0714141e357.ogg,birdvox,320000,-2
nocall,[],5.0,3b126034-aea0-42fd-a416-ce8cbbb449d7.ogg,birdvox,320000,-2
nocall,[],5.0,3b15dadb-c026-416a-ac06-ab24b9c429dd.ogg,birdvox,320000,-2
bird,[],5.0,3b177a0e-6473-4c17-ad51-c3150c865fdc.ogg,birdvox,320000,-2
nocall,[],5.0,3b1a91ae-c371-4d33-ace0-1f9c10c6d6b1.ogg,birdvox,320000,-2
nocall,[],5.0,3b1af417-48ce-4d32-ab49-5260e4dbc5ef.ogg,birdvox,320000,-2
bird,[],5.0,3b1c18fb-acae-4528-a868-98e1cd0dca5d.ogg,birdvox,320000,-2
nocall,[],5.0,3b24595d-4f00-4e96-a222-eb61f5675b7b.ogg,birdvox,320000,-2
bird,[],5.0,3b28a60f-2f08-4b75-ab49-6d36643fc68e.ogg,birdvox,320000,-2
bird,[],5.0,3b2ac508-856c-4976-a449-913fe30ee02e.ogg,birdvox,320000,-2
bird,[],5.0,3b2c4d8a-c11d-4e69-ad23-a5ab5573d5a6.ogg,birdvox,320000,-2
bird,[],5.0,3b302732-3c48-419b-a519-ae56781ceee1.ogg,birdvox,320000,-2
bird,[],5.0,3b3252d4-a5b0-4c0d-af4e-c5f6b1e4efb0.ogg,birdvox,320000,-2
nocall,[],5.0,3b34a557-06ce-414b-a2ac-a80f9c3fbb65.ogg,birdvox,320000,-2
bird,[],5.0,3b388ad8-b461-4dcb-a375-5703bb454fe7.ogg,birdvox,320000,-2
bird,[],5.0,3b3a7e0c-6838-473b-af51-4fec952e92f2.ogg,birdvox,320000,-2
nocall,[],5.0,3b3d353d-1221-4502-ab40-f1aa92cbbce2.ogg,birdvox,320000,-2
nocall,[],5.0,3b3dd7e1-f003-4c8d-acbf-a52fd6cde4d9.ogg,birdvox,320000,-2
nocall,[],5.0,3b3e0704-4ece-46f4-a02e-92d01a825661.ogg,birdvox,320000,-2
bird,[],5.0,3b3ea853-c88b-4c40-a08f-1fe000d48692.ogg,birdvox,320000,-2
bird,[],5.0,3b40f056-f32c-49be-aa43-dbec729833b3.ogg,birdvox,320000,-2
nocall,[],5.0,3b44d643-17a2-4c71-a771-ef9db1ecd9c2.ogg,birdvox,320000,-2
bird,[],5.0,3b4757cd-1861-4091-ab00-926807ea07db.ogg,birdvox,320000,-2
bird,[],5.0,3b50f5f0-68cd-4e49-a322-6739fc6cfcce.ogg,birdvox,320000,-2
nocall,[],5.0,3b545bee-61e4-45ac-a416-43eb7090e983.ogg,birdvox,320000,-2
bird,[],5.0,3b54d95c-4403-4817-a9e0-cd669fc087ca.ogg,birdvox,320000,-2
nocall,[],5.0,3b594a44-98ad-43f5-a916-b756fd0fbef0.ogg,birdvox,320000,-2
bird,[],5.0,3b5a5690-3649-401e-abb2-793048001386.ogg,birdvox,320000,-2
nocall,[],5.0,3b5d58bd-afb0-4215-a663-e52a34604bad.ogg,birdvox,320000,-2
bird,[],5.0,3b600147-4603-416d-a69a-6898b91b4e9e.ogg,birdvox,320000,-2
bird,[],5.0,3b62c358-cf9d-4d2e-a155-c7bbe5ec7933.ogg,birdvox,320000,-2
bird,[],5.0,3b62d2bc-cc53-4a14-a874-e28248edf7ff.ogg,birdvox,320000,-2
bird,[],5.0,3b64a5c2-5af6-4040-a35a-81daea6a767c.ogg,birdvox,320000,-2
bird,[],5.0,3b6580ed-ba98-40e5-a3d1-3db8750fe43e.ogg,birdvox,320000,-2
bird,[],5.0,3b684c96-d8f8-4afb-a985-5894aeb0c864.ogg,birdvox,320000,-2
nocall,[],5.0,3b685336-54d3-4dce-af26-b630a167ad0e.ogg,birdvox,320000,-2
nocall,[],5.0,3b736066-35d5-44d5-a0ce-0c53e7e6a717.ogg,birdvox,320000,-2
nocall,[],5.0,3b7a1eb4-bf51-428d-a425-0475295ca619.ogg,birdvox,320000,-2
bird,[],5.0,3b7caefe-1af6-409e-a154-7da5d358e407.ogg,birdvox,320000,-2
bird,[],5.0,3b7d6db3-6488-447c-a160-28babe771192.ogg,birdvox,320000,-2
bird,[],5.0,3b8482a0-6b45-4804-adbb-3d5c2cb87c3d.ogg,birdvox,320000,-2
bird,[],5.0,3b852ec8-f263-4036-abd5-6a3b83a339a0.ogg,birdvox,320000,-2
bird,[],5.0,3b88d070-46c2-4cd1-ad5f-cad26645f5f4.ogg,birdvox,320000,-2
bird,[],5.0,3b894ff1-ce21-4ae8-a534-cbc1b95d1934.ogg,birdvox,320000,-2
bird,[],5.0,3b8b885b-a2c1-4062-a1c1-d25ccee7420a.ogg,birdvox,320000,-2
nocall,[],5.0,3b968a7d-2cfe-44e0-a7b6-ff35d2d04bb9.ogg,birdvox,320000,-2
bird,[],5.0,3b995e3b-19ae-4d75-af0a-5afdb3a00f4d.ogg,birdvox,320000,-2
bird,[],5.0,3b9a29a1-738a-4d6d-aa6b-b7258e3fd072.ogg,birdvox,320000,-2
nocall,[],5.0,3b9c2c50-204f-4ead-ad7c-38d9de892fac.ogg,birdvox,320000,-2
bird,[],5.0,3b9c6255-889e-4511-ab8f-39d997cc77d5.ogg,birdvox,320000,-2
nocall,[],5.0,3b9f5ca2-d84e-4094-a91c-59980883465e.ogg,birdvox,320000,-2
nocall,[],5.0,3b9ff2d7-41ca-4c93-ac65-c43e284911bc.ogg,birdvox,320000,-2
nocall,[],5.0,3ba13c83-dfa2-4a3a-a512-c175de574e00.ogg,birdvox,320000,-2
bird,[],5.0,3ba2d36f-a3ad-4eb0-aca6-afda2a5d6f41.ogg,birdvox,320000,-2
nocall,[],5.0,3ba4668e-47a1-4c2e-a2fa-67c214527d92.ogg,birdvox,320000,-2
bird,[],5.0,3baff52c-4d40-4a9f-a989-503ad4bf0002.ogg,birdvox,320000,-2
bird,[],5.0,3bb2ba99-8027-4414-a8f3-c24b75eef352.ogg,birdvox,320000,-2
bird,[],5.0,3bb61530-9265-41d9-ae4d-cba651fe6dac.ogg,birdvox,320000,-2
bird,[],5.0,3bb6c669-da39-45c5-af57-338ec566f1f5.ogg,birdvox,320000,-2
nocall,[],5.0,3bba0864-80af-4d02-a8ce-622fb4d47986.ogg,birdvox,320000,-2
nocall,[],5.0,3bbc83da-6086-4507-a24a-d7e12ef03032.ogg,birdvox,320000,-2
nocall,[],5.0,3bbe72c2-0424-49e3-a2ae-e0c5df7e4ba3.ogg,birdvox,320000,-2
bird,[],5.0,3bbe8868-3d17-435e-a304-a2234ebcd8ec.ogg,birdvox,320000,-2
bird,[],5.0,3bbff736-9017-40d9-ac93-188dcfe8177f.ogg,birdvox,320000,-2
bird,[],5.0,3bc1929a-64f5-4d84-a973-196484a56dac.ogg,birdvox,320000,-2
bird,[],5.0,3bc1fe32-2b05-42f9-a630-bd0ce28dc5c6.ogg,birdvox,320000,-2
bird,[],5.0,3bc2e5fb-f2e7-47d5-a8ac-b383b37df5c1.ogg,birdvox,320000,-2
nocall,[],5.0,3bcdfb9f-5535-4d7d-a2d0-9cf03f64a492.ogg,birdvox,320000,-2
bird,[],5.0,3bceee5c-99e0-4b37-a9e1-db5185f0ff36.ogg,birdvox,320000,-2
nocall,[],5.0,3bd360d5-7be6-4f67-ac04-884fc953ff1a.ogg,birdvox,320000,-2
bird,[],5.0,3bd939ae-ce5d-4b02-aa10-e930af26f178.ogg,birdvox,320000,-2
nocall,[],5.0,3bdb0b3b-1c72-4ca0-af38-888e3fa63ee1.ogg,birdvox,320000,-2
bird,[],5.0,3bdc09d1-9f89-44cc-ae2a-c18fc02d75b3.ogg,birdvox,320000,-2
nocall,[],5.0,3bdc11e1-99db-476d-a5d3-4d433ad09b7c.ogg,birdvox,320000,-2
nocall,[],5.0,3bdf4221-0415-411a-a645-96043eb2f6fa.ogg,birdvox,320000,-2
nocall,[],5.0,3be8c38c-479c-45b5-aaf2-40e6b42d5d77.ogg,birdvox,320000,-2
nocall,[],5.0,3be954ad-755c-40c3-a1d1-d13badb64f8f.ogg,birdvox,320000,-2
bird,[],5.0,3bef1046-741e-4a4f-aafc-4f540ff639dc.ogg,birdvox,320000,-2
bird,[],5.0,3bf20b64-f8c7-473d-a463-7ad46e756dac.ogg,birdvox,320000,-2
bird,[],5.0,3bf22f77-e248-41e1-abd8-ff0866beb2db.ogg,birdvox,320000,-2
nocall,[],5.0,3bf44b46-05cd-4b20-a9e7-56c894bfc255.ogg,birdvox,320000,-2
nocall,[],5.0,3bfe1032-c1f2-4f5b-a32e-4884058032d3.ogg,birdvox,320000,-2
bird,[],5.0,3c0685d9-c303-4bcd-a09c-15c1c24e3bf9.ogg,birdvox,320000,-2
nocall,[],5.0,3c0c4467-3648-4321-a99f-0519a1857000.ogg,birdvox,320000,-2
nocall,[],5.0,3c0ec37a-f22b-4d58-a71e-6a5985066a0d.ogg,birdvox,320000,-2
bird,[],5.0,3c169a62-1554-4601-a92e-5e97fd568b82.ogg,birdvox,320000,-2
bird,[],5.0,3c1a0b52-99a5-4ecd-aee2-c610e0cbd35d.ogg,birdvox,320000,-2
bird,[],5.0,3c1b76d3-2459-4057-a65a-4bab8806c127.ogg,birdvox,320000,-2
nocall,[],5.0,3c23dc1d-b34f-474c-ab42-bbcb3ff57245.ogg,birdvox,320000,-2
nocall,[],5.0,3c25cd11-7f69-44ca-a4e3-539e7da05109.ogg,birdvox,320000,-2
